ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
290,Golf," I don't even know, maybe at the Bob Hope, and that's it.  Of course they have  thin air, as well.  At sea level I don't know.",CHARLES HOWELL III,Individual,7,126,even know maybe bob hope course thin air well sea level know,"['even', 'know', 'maybe', 'bob', 'hope', 'course', 'thin', 'air', 'well', 'sea', 'level', 'know']"
291,Tennis," Most of the time you know it right away.  It is dramatic.  You win, you feel like you are on the top of the world and you lose and you feel like I am right now.",ANDRE AGASSI,Individual,4,161,time know right away dramatic win feel like top world lose feel like right,"['time', 'know', 'right', 'away', 'dramatic', 'win', 'feel', 'like', 'top', 'world', 'lose', 'feel', 'like', 'right']"
292,Lacrosse,"He basically summed up everything.  It's just been an amazing three years for me.  Denver took me in as one of their own, and I can't thank them enough for doing that.",CONNOR CANNIZZARO,Team,5,167,basically summed everything amazing three year denver took one thank enough,"['basically', 'summed', 'everything', 'amazing', 'three', 'year', 'denver', 'took', 'one', 'thank', 'enough']"
293,Volleyball,"Those are pretty nice numbers for a middle, .484, 19 kills, eight blocks. And then got three aces, got some service. That's a pretty nice night.",KELLY SHEFFIELD,Team,2,144,pretty nice number middle kill eight block got three ace got service pretty nice night,"['pretty', 'nice', 'number', 'middle', 'kill', 'eight', 'block', 'got', 'three', 'ace', 'got', 'service', 'pretty', 'nice', 'night']"
294,Hockey,Probably more.  It's his first Playoff.  He's a young guy.  We didn't know what to expect.  He's grown his game.,BRUCE CASSIDY,Team,2,112,probably first playoff young guy know what expect grown game,"['probably', 'first', 'playoff', 'young', 'guy', 'know', 'what', 'expect', 'grown', 'game']"
295,Baseball,"Well, the three-batter minimum for me is a little cloudy, so I'm waiting to get some more clarification on it.",BRANDON HYDE,Team,8,110,well threebatter minimum little cloudy waiting get clarification,"['well', 'threebatter', 'minimum', 'little', 'cloudy', 'waiting', 'get', 'clarification']"
296,Golf," I wanted to come    I knew that the back nine would be hard to play, or harder, so I really wanted to make a good start, and I got it with the birdie on 1.",MATHIAS GR?NBERG,Individual,4,156,wanted come knew back nine would hard play harder really wanted make good start got birdie,"['wanted', 'come', 'knew', 'back', 'nine', 'would', 'hard', 'play', 'harder', 'really', 'wanted', 'make', 'good', 'start', 'got', 'birdie']"
297,Baseball,That's yet to be determined. I don't know if he played much baseball. We're going to find out just how much.,CLYDE DREXLER,Team,2,108,yet determined know played much baseball going find how much,"['yet', 'determined', 'know', 'played', 'much', 'baseball', 'going', 'find', 'how', 'much']"
298,Tennis," I had no idea.  I mean, until he said-- until he went up to the umpire's chair I had no idea he was injured.",NEIL BORWICK,Individual,3,109,idea mean said went umpire chair idea injured,"['idea', 'mean', 'said', 'went', 'umpire', 'chair', 'idea', 'injured']"
299,Cricket,"We are from a cricket crazy nation, so, yeah, people are expecting from us to win, and we are going also for the win actually.",NIGAR SULTANA JOTY,Team,5,126,cricket crazy nation yeah people expecting win going also win actually,"['cricket', 'crazy', 'nation', 'yeah', 'people', 'expecting', 'win', 'going', 'also', 'win', 'actually']"
300,Auto Racing,"Just trying to get better. We've been fortunate to get to the Round of 8 the last couple years. That's kind of been our stopping point. For us, we're just eyes ahead trying to assert ourselves amongst that next group.",CHASE ELLIOTT,Blended,6,217,trying get better fortunate get round last couple year kind stopping point eye ahead trying assert amongst next group,"['trying', 'get', 'better', 'fortunate', 'get', 'round', 'last', 'couple', 'year', 'kind', 'stopping', 'point', 'eye', 'ahead', 'trying', 'assert', 'amongst', 'next', 'group']"
301,Hockey,"It's tough having to think about different games, especially in the Playoffs.  I think we've done a good job as a group just taking games, putting them behind us when need to be, just focusing on the next one.",COLTON PARAYKO,Team,5,209,tough think different game especially playoff think done good job group taking game putting behind when need focusing next one,"['tough', 'think', 'different', 'game', 'especially', 'playoff', 'think', 'done', 'good', 'job', 'group', 'taking', 'game', 'putting', 'behind', 'when', 'need', 'focusing', 'next', 'one']"
302,Volleyball,We're really excited to be here in Pittsburgh. We've enjoyed our time here. Been here since Monday. It's been really cool to be able to take a look at some of this city.,KEVIN HAMBLY,Team,7,169,really excited pittsburgh enjoyed time since monday really cool able take look city,"['really', 'excited', 'pittsburgh', 'enjoyed', 'time', 'since', 'monday', 'really', 'cool', 'able', 'take', 'look', 'city']"
303,Baseball,"Yeah, I don't know if I came into his first year here shooting for 150. I think days off are important for players, period, of his age specifically, and we'll do our best to get it.",CRAIG COUNSELL,Team,2,181,yeah know came first year shooting think day important player period age specifically best get,"['yeah', 'know', 'came', 'first', 'year', 'shooting', 'think', 'day', 'important', 'player', 'period', 'age', 'specifically', 'best', 'get']"
304,Tennis," I don't know, he played okay, so good. I didn't have a lot of chances.  I was always behind.  I don't know, I think he played much better than me first two sets.",GORAN IVANISEVIC,Individual,2,162,know played okay good lot chance always behind know think played much better first two set,"['know', 'played', 'okay', 'good', 'lot', 'chance', 'always', 'behind', 'know', 'think', 'played', 'much', 'better', 'first', 'two', 'set']"
305,Baseball,"A little bit, yeah. I think there's two different situations; one was with two outs, one was with one out. The one today I was trying to get the ball in the air and just drive in a run.",ALEX BREGMAN,Team,4,185,little bit yeah think two different situation one two out one one one today trying get ball air drive run,"['little', 'bit', 'yeah', 'think', 'two', 'different', 'situation', 'one', 'two', 'out', 'one', 'one', 'one', 'today', 'trying', 'get', 'ball', 'air', 'drive', 'run']"
306,Basketball,"  I'm blessed.  I'm blessed to be there.  I'm grateful.  But at the end of the day that's good and all, but I'm here trying to compete for something bigger than that.",A'JA WILSON,Team,5,166,blessed blessed grateful end day good trying compete something bigger,"['blessed', 'blessed', 'grateful', 'end', 'day', 'good', 'trying', 'compete', 'something', 'bigger']"
307,Baseball,"I think they're excited. I think part of the excitement is, when you hear how things are going to be adjusted or different, but the main part of my job is following through on that.",DEREK SHELTON,Team,5,181,think excited think part excitement when hear how thing going adjusted different main part job following,"['think', 'excited', 'think', 'part', 'excitement', 'when', 'hear', 'how', 'thing', 'going', 'adjusted', 'different', 'main', 'part', 'job', 'following']"
308,Auto Racing,I think all of his meetings are pretty similar.  It always ends with  Do the obvious things right.,SCOTT DIXON,Blended,1,98,think meeting pretty similar always end obvious thing right,"['think', 'meeting', 'pretty', 'similar', 'always', 'end', 'obvious', 'thing', 'right']"
309,Cricket,"Yeah, the innings started well and Javeria played well, and we had some more partnerships. I'm trying the best, and I tried to hit the ball and get the maximum score.",ALIYA RIAZ,Team,2,166,yeah inning started well javeria played well partnership trying best tried hit ball get maximum score,"['yeah', 'inning', 'started', 'well', 'javeria', 'played', 'well', 'partnership', 'trying', 'best', 'tried', 'hit', 'ball', 'get', 'maximum', 'score']"
310,Baseball,"Sevi is another guy that really improved his defense over the course of the year. Always a catch first, throw, bat second guy, and swung the bat well for us, especially against left-handed pitching.",BRANDON HYDE,Team,2,198,sevi another guy really improved defense course year always catch first throw bat second guy swung bat well especially lefthanded pitching,"['sevi', 'another', 'guy', 'really', 'improved', 'defense', 'course', 'year', 'always', 'catch', 'first', 'throw', 'bat', 'second', 'guy', 'swung', 'bat', 'well', 'especially', 'lefthanded', 'pitching']"
311,Tennis," Well, if she -- it is hard to tell.  I mean, if she keeps playing as well as she does, maybe.  But you never know.",HELENA SUKOVA,Individual,2,115,well hard tell mean keep playing well maybe never know,"['well', 'hard', 'tell', 'mean', 'keep', 'playing', 'well', 'maybe', 'never', 'know']"
312,Baseball,"For sure. Oh, yeah. Let me give you an example. I bring in Thomas Hardy to pitch the seventh inning.",BUD BLACK,Team,1,100,sure yeah let give example bring thomas hardy pitch seventh inning,"['sure', 'yeah', 'let', 'give', 'example', 'bring', 'thomas', 'hardy', 'pitch', 'seventh', 'inning']"
313,Golf,"I've got some friends up here and my parents are driving up tonight.  My brother lives in D.C., so not too far away.",JONATHAN BYRD,Individual,7,116,got friend parent driving tonight brother life far away,"['got', 'friend', 'parent', 'driving', 'tonight', 'brother', 'life', 'far', 'away']"
314,Baseball,Absolutely not. Absolutely not. This is just a little thing that turned into a big thing that turned into a giant thing.,MAX SCHERZER,Team,8,120,absolutely absolutely little thing turned big thing turned giant thing,"['absolutely', 'absolutely', 'little', 'thing', 'turned', 'big', 'thing', 'turned', 'giant', 'thing']"
315,Baseball,"  ""Don't lose.""  He was pretty simple about stuff like that.  The ball is in my hand and I have control of my own destiny tomorrow.",CURT SCHILLING,Team,5,131,lose pretty simple stuff like ball hand control destiny tomorrow,"['lose', 'pretty', 'simple', 'stuff', 'like', 'ball', 'hand', 'control', 'destiny', 'tomorrow']"
316,Tennis," I don't really know, you know, what was going through his head.  He played a good game to break me.  And then, you know, just didn't convert there.  Hard to say what happened, really.",JIM COURIER,Individual,4,184,really know know what going head played good game break know convert hard say what happened really,"['really', 'know', 'know', 'what', 'going', 'head', 'played', 'good', 'game', 'break', 'know', 'convert', 'hard', 'say', 'what', 'happened', 'really']"
317,Basketball,"  We took some time off yesterday just to kind of get away from it a little bit, and we reconvened today, met, watched film, went over some stuff, practiced, got some work in, and we're all ready for tomorrow.",DUNCAN ROBINSON,Team,6,209,took time yesterday kind get away little bit reconvened today met watched film went stuff practiced got work ready tomorrow,"['took', 'time', 'yesterday', 'kind', 'get', 'away', 'little', 'bit', 'reconvened', 'today', 'met', 'watched', 'film', 'went', 'stuff', 'practiced', 'got', 'work', 'ready', 'tomorrow']"
318,Tennis," Yeah, I kind of felt like you know, the crowd was for me and you know, it is a good feeling to have and to know that the crowd is there with you and supporting you.",MARY PIERCE,Individual,7,165,yeah kind felt like know crowd know good feeling know crowd supporting,"['yeah', 'kind', 'felt', 'like', 'know', 'crowd', 'know', 'good', 'feeling', 'know', 'crowd', 'supporting']"
319,Volleyball,"I agree, I think it's a great recognition for her and for her Teammates. Obviously you don't get to be a First Team All-American unless you've got some pretty quality people around you. So, yeah, I agree with you there.",HUGH McCUTCHEON,Team,2,219,agree think great recognition teammate obviously get first team allamerican unless got pretty quality people around yeah agree,"['agree', 'think', 'great', 'recognition', 'teammate', 'obviously', 'get', 'first', 'team', 'allamerican', 'unless', 'got', 'pretty', 'quality', 'people', 'around', 'yeah', 'agree']"
320,Football,  Not very big.  We had three people living in one and two people in two other rooms.  I had a single which was about as big as this box I'm standing on right now.,JOSH HEUPEL,Team,7,163,big three people living one two people two room single big box standing right,"['big', 'three', 'people', 'living', 'one', 'two', 'people', 'two', 'room', 'single', 'big', 'box', 'standing', 'right']"
321,Hockey,"I think he does a good job of keeping himself in the mix.  He's that type of guy that, yeah, he's around now, comes out to the skates, hangs out with the guys.",SEAN KURALY,Team,5,159,think good job keeping mix type guy yeah around come skate hang guy,"['think', 'good', 'job', 'keeping', 'mix', 'type', 'guy', 'yeah', 'around', 'come', 'skate', 'hang', 'guy']"
322,Golf, We have Karrie Webb here.  She comes into this tournament having won last week at Evian and in very good form considering she's won twice this year.,COLIN CALLANDER,Individual,2,149,karrie webb come tournament last week evian good form considering twice year,"['karrie', 'webb', 'come', 'tournament', 'last', 'week', 'evian', 'good', 'form', 'considering', 'twice', 'year']"
323,Football,Absolutely.  It's exceeded our expectations.  When you get down here in this weather and the hospitality of Hillsborough County and Tampa people and the Outback Bowl people has been awesome.,WILL MUSCHAMP,Team,7,190,absolutely exceeded expectation when get weather hospitality hillsborough county tampa people outback bowl people awesome,"['absolutely', 'exceeded', 'expectation', 'when', 'get', 'weather', 'hospitality', 'hillsborough', 'county', 'tampa', 'people', 'outback', 'bowl', 'people', 'awesome']"
324,Baseball,Can we talk about that after a few cocktails? (Chuckles.) There was a lot of conversation about that three-batters. We've got a lot of managers still trying to figure out how it's going to work out.,RON GARDENHIRE,Team,1,198,talk cocktail chuckle lot conversation threebatters got lot manager still trying figure how going work,"['talk', 'cocktail', 'chuckle', 'lot', 'conversation', 'threebatters', 'got', 'lot', 'manager', 'still', 'trying', 'figure', 'how', 'going', 'work']"
325,Tennis," Ask her what she means.  I mean, hanging out for me is just being home and play tennis one day and golf the same day, maybe just take care of my family.",MATS WILANDER,Individual,7,153,ask what mean mean hanging home play tennis one day golf day maybe take care family,"['ask', 'what', 'mean', 'mean', 'hanging', 'home', 'play', 'tennis', 'one', 'day', 'golf', 'day', 'maybe', 'take', 'care', 'family']"
326,Baseball,I think the future is bright for this organization. I know Jeff is not only planning to be good for two or three years; he is planning for the Team to be great for a long time.,CARLOS CORREA,Team,5,176,think future bright organization know jeff planning good two three year planning team great long time,"['think', 'future', 'bright', 'organization', 'know', 'jeff', 'planning', 'good', 'two', 'three', 'year', 'planning', 'team', 'great', 'long', 'time']"
327,Baseball,"That's what you live for. For me, I need to get in my pregame routine right now, and that's where I'm at mentally, here we go.",MAX SCHERZER,Team,5,126,what live need get pregame routine right where mentally,"['what', 'live', 'need', 'get', 'pregame', 'routine', 'right', 'where', 'mentally']"
328,Tennis," I was sleeping also.  And taking a lot of showers, because you sweating just walking on the street.  I sweat.  Taking showers; then eat spaghetti and go to bed.",ANDREI MEDVEDEV,Individual,7,161,sleeping also taking lot shower sweating walking street sweat taking shower eat spaghetti bed,"['sleeping', 'also', 'taking', 'lot', 'shower', 'sweating', 'walking', 'street', 'sweat', 'taking', 'shower', 'eat', 'spaghetti', 'bed']"
329,Baseball,I just think it's going to be easier this year because I know the players so much and I know -- I'm familiar with a lot of guys.,BRANDON HYDE,Team,5,128,think going easier year know player much know familiar lot guy,"['think', 'going', 'easier', 'year', 'know', 'player', 'much', 'know', 'familiar', 'lot', 'guy']"
330,Tennis," I don't think so, no.  I wasn't very happy with my game today, so I don't know.  I didn't do anything better --",ANKE HUBER,Individual,2,112,think happy game today know anything better,"['think', 'happy', 'game', 'today', 'know', 'anything', 'better']"
331,Tennis," Just have to read Brad Gilbert's book then you know everything.  You need to read his book, then you know everything.",THOMAS MUSTER,Individual,7,118,read brad gilbert book know everything need read book know everything,"['read', 'brad', 'gilbert', 'book', 'know', 'everything', 'need', 'read', 'book', 'know', 'everything']"
332,Baseball,"Congratulations, Marcus; Yordan, thank you for coming; Yasmani Grandal, Xander, Kirby, thank you for being here. Another round of applause for the All-MLB Teams presented bu Scotts.",GREG AMSINGER,Team,7,181,congratulation marcus yordan thank coming yasmani grandal xander kirby thank another round applause allmlb team presented scott,"['congratulation', 'marcus', 'yordan', 'thank', 'coming', 'yasmani', 'grandal', 'xander', 'kirby', 'thank', 'another', 'round', 'applause', 'allmlb', 'team', 'presented', 'scott']"
333,Baseball,I think we're going to come out tomorrow and try to apply pressure. When we play our best baseball we apply pressure.,ALEX BREGMAN,Team,6,117,think going come tomorrow try apply pressure when play best baseball apply pressure,"['think', 'going', 'come', 'tomorrow', 'try', 'apply', 'pressure', 'when', 'play', 'best', 'baseball', 'apply', 'pressure']"
334,Baseball,"Yeah, but to what extent, we didn't know to what extent. But, yeah, we were trying to take some precautions, yes.",DAVE ROBERTS,Team,7,113,yeah what extent know what extent yeah trying take precaution yes,"['yeah', 'what', 'extent', 'know', 'what', 'extent', 'yeah', 'trying', 'take', 'precaution', 'yes']"
335,Basketball,  I'm not going to get into all of those because I don't know all of them.  I'll just be in there at the end.  But that's the training staff and our doctor will be involved in that.,ERIK SPOELSTRA,Team,3,181,going get know end training staff doctor involved,"['going', 'get', 'know', 'end', 'training', 'staff', 'doctor', 'involved']"
336,Cricket,"Yeah. Actually, we think the first one is edge, but unfortunately, we lost the review, and the second one is out, I think, but we lost the review.",CHAMARI ATHAPATHTHU,Team,4,146,yeah actually think first one edge unfortunately lost review second one think lost review,"['yeah', 'actually', 'think', 'first', 'one', 'edge', 'unfortunately', 'lost', 'review', 'second', 'one', 'think', 'lost', 'review']"
337,Auto Racing,  I don't know that Will is going to be able to help us do anything when we're sitting eighth.  That's just the way it goes.,JOSEF NEWGARDEN,Blended,1,124,know going able help anything when sitting eighth way,"['know', 'going', 'able', 'help', 'anything', 'when', 'sitting', 'eighth', 'way']"
338,Baseball,Am I a fan? I love it when my pitchers get three hitters out in a row. I think that's the greatest thing in the world. How do you like that answer?,RON GARDENHIRE,Team,2,147,fan love when pitcher get three hitter row think greatest thing world how like answer,"['fan', 'love', 'when', 'pitcher', 'get', 'three', 'hitter', 'row', 'think', 'greatest', 'thing', 'world', 'how', 'like', 'answer']"
339,Lacrosse,"National championship over everything.  This is an amazing experience.  We really came out today, and I feel like we played all four quarters, and that's something we really struggled with in the playoffs.",MATT MOORE,Team,4,205,national championship everything amazing experience really came today feel like played four quarter something really struggled playoff,"['national', 'championship', 'everything', 'amazing', 'experience', 'really', 'came', 'today', 'feel', 'like', 'played', 'four', 'quarter', 'something', 'really', 'struggled', 'playoff']"
340,Golf,"If you were to use this week's current rankings, pre British Open, and apply the new 35 divisor, I believe Michelle would now be ranked seventh.",CHRIS HIGGS,Individual,4,144,use week current ranking pre british open apply new divisor believe michelle would ranked seventh,"['use', 'week', 'current', 'ranking', 'pre', 'british', 'open', 'apply', 'new', 'divisor', 'believe', 'michelle', 'would', 'ranked', 'seventh']"
341,Cricket,"I think everybody needs a little bit of confidence. You can't go out there not having any. If it's your day, it's your day. You have to cash in.",LIZELLE LEE,Team,2,144,think everybody need little bit confidence day day cash,"['think', 'everybody', 'need', 'little', 'bit', 'confidence', 'day', 'day', 'cash']"
342,Baseball,He's extremely smart. He can move the ball around. He changes speeds from 90-plus to 70 and below. That's not easy to do. That's not easy to face.,GEORGE SPRINGER,Team,2,146,extremely smart move ball around change speed plus easy easy face,"['extremely', 'smart', 'move', 'ball', 'around', 'change', 'speed', 'plus', 'easy', 'easy', 'face']"
343,Lacrosse,"It's just a great group of guys and they played so well, and they were just flying all over, and that was a very good offense.  It was just a treat to be able to be with them.",ALEX RODE,Team,2,175,great group guy played well flying good offense treat able,"['great', 'group', 'guy', 'played', 'well', 'flying', 'good', 'offense', 'treat', 'able']"
344,Baseball,I think it helps our players knowing that they got a chance to play here for a couple of days. They know the environment. They know the field. And I think that definitely helps them out a lot.,DAVE MARTINEZ,Team,5,192,think help player knowing got chance play couple day know environment know field think definitely help lot,"['think', 'help', 'player', 'knowing', 'got', 'chance', 'play', 'couple', 'day', 'know', 'environment', 'know', 'field', 'think', 'definitely', 'help', 'lot']"
345,Baseball,"That's an inside joke. Tommy and I have spoken a lot, as much as anybody I've spoken with has been Tommy. Well, I will get to everybody.",JOE MADDON,Team,7,136,inside joke tommy spoken lot much anybody spoken tommy well get everybody,"['inside', 'joke', 'tommy', 'spoken', 'lot', 'much', 'anybody', 'spoken', 'tommy', 'well', 'get', 'everybody']"
346,Golf,"  I don't think ever in a major  -- to be in contention, I don't think we've ever been in the final group on the last day.",KARRIE WEBB,Individual,4,122,think ever major contention think ever final group last day,"['think', 'ever', 'major', 'contention', 'think', 'ever', 'final', 'group', 'last', 'day']"
347,Tennis, You don't deserve to take my money.  I deserve to take your money because I help you do your job.,ANDREI MEDVEDEV,Individual,8,98,deserve take money deserve take money help job,"['deserve', 'take', 'money', 'deserve', 'take', 'money', 'help', 'job']"
348,Volleyball,"Jenna Gray, setter, Stanford volleyball. Not a question. But just wanted to apologize for all of the times I made fun of you over the years and just say thank you for an incredible time. So thank you very much.",JENNA GRAY,Team,7,210,jenna gray setter stanford volleyball question wanted apologize time made fun year say thank incredible time thank much,"['jenna', 'gray', 'setter', 'stanford', 'volleyball', 'question', 'wanted', 'apologize', 'time', 'made', 'fun', 'year', 'say', 'thank', 'incredible', 'time', 'thank', 'much']"
349,Tennis," It is great.  It is a great city for sure.  You can see some real life and you know, since we only playing small places, being in New York for two weeks is great.",ANREI MEDVEDEV,Individual,7,163,great great city sure see real life know since playing small place new york two week great,"['great', 'great', 'city', 'sure', 'see', 'real', 'life', 'know', 'since', 'playing', 'small', 'place', 'new', 'york', 'two', 'week', 'great']"
350,Baseball," When I first hit it, I had no idea whether it was going to go out, but once it goes out, it's a pretty special feeling.  I've never hit a walk-off home run before so it was a special experience.",DEREK JETER,Team,2,195,when first hit idea whether going pretty special feeling never hit walkoff home run special experience,"['when', 'first', 'hit', 'idea', 'whether', 'going', 'pretty', 'special', 'feeling', 'never', 'hit', 'walkoff', 'home', 'run', 'special', 'experience']"
351,Golf," That's true.  I'm always afraid I'm going to get shot because somebody thinks I'm Brad.  I need a sign on my back that says I'm Bart, don't shoot me.",BART BRYANT,Individual,7,150,true always afraid going get shot somebody think brad need sign back say bart shoot,"['true', 'always', 'afraid', 'going', 'get', 'shot', 'somebody', 'think', 'brad', 'need', 'sign', 'back', 'say', 'bart', 'shoot']"
352,Auto Racing,It's the first time we've ever achieved that in our 27-year history.  Obviously we're excluding the time when we were the sole manufacturer.,TED KLAUS,Blended,5,140,first time ever achieved year history obviously excluding time when sole manufacturer,"['first', 'time', 'ever', 'achieved', 'year', 'history', 'obviously', 'excluding', 'time', 'when', 'sole', 'manufacturer']"
353,Baseball,"I'm just looking forward to work with these kids again. That's my mindset. I'm very lucky to have the Team that I have. What's the oldest guy, Anthony Alford? He's got the most time, I think.",CHARLIE MONTOYO,Team,5,191,looking forward work kid mindset lucky team what oldest guy anthony alford got time think,"['looking', 'forward', 'work', 'kid', 'mindset', 'lucky', 'team', 'what', 'oldest', 'guy', 'anthony', 'alford', 'got', 'time', 'think']"
354,Lacrosse,"Yeah.  It's like -- I mean, the goal is to get back and win it, though.  We're not satisfied with getting here.  But definitely just to get back here, we don't really accept anything less.",TD IERLAN,Team,5,188,yeah like mean goal get back win though satisfied getting definitely get back really accept anything,"['yeah', 'like', 'mean', 'goal', 'get', 'back', 'win', 'though', 'satisfied', 'getting', 'definitely', 'get', 'back', 'really', 'accept', 'anything']"
355,Football,  No one on this Team cares about Individual awards.  Not something that anyone needs to be concerned about.  That's the ultimate goal.  That's what we set out to do at the beginning of the year.,JOSH HEUPEL,Team,5,195,one team care individual award something anyone need concerned ultimate goal what set beginning year,"['one', 'team', 'care', 'individual', 'award', 'something', 'anyone', 'need', 'concerned', 'ultimate', 'goal', 'what', 'set', 'beginning', 'year']"
356,Lacrosse,"Griff Thompson, Will Hudson and Patrick Burkinshaw are like three of my best friends on the Team.  It's a community, and it's just amazing to get to hang out with them every day.",ALEX RODE,Team,5,178,griff thompson hudson patrick burkinshaw like three best friend team community amazing get hang every day,"['griff', 'thompson', 'hudson', 'patrick', 'burkinshaw', 'like', 'three', 'best', 'friend', 'team', 'community', 'amazing', 'get', 'hang', 'every', 'day']"
357,Baseball,"Thanks very much, Ted. If you would like to ask a question, raise your hand and wait for a microphone. We encourage you to ask questions during this availability portion.",JON SHEVSTAKOVSKY,Team,7,170,thanks much ted would like ask question raise hand wait microphone encourage ask question availability portion,"['thanks', 'much', 'ted', 'would', 'like', 'ask', 'question', 'raise', 'hand', 'wait', 'microphone', 'encourage', 'ask', 'question', 'availability', 'portion']"
358,Auto Racing,"I hope so. I hope so. I'm AOK with being the underdog. Kind of been there for most of my career. I've fine with that, doesn't bother me a bit. ",JOEY LOGANO,Blended,5,143,hope hope aok underdog kind career fine bother bit,"['hope', 'hope', 'aok', 'underdog', 'kind', 'career', 'fine', 'bother', 'bit']"
359,Hockey,"Well, that line, when they're all together, they have great chemistry for sure.  That line will be more effective, I would assume, with Barbashev back.  He's probably our most physical player up front.",CRAIG BERUBE,Team,2,201,well line when together great chemistry sure line effective would assume barbashev back probably physical player front,"['well', 'line', 'when', 'together', 'great', 'chemistry', 'sure', 'line', 'effective', 'would', 'assume', 'barbashev', 'back', 'probably', 'physical', 'player', 'front']"
360,Hockey,"Through text chains, different things like that.  We obviously see him when we're at home.  Chris Wagner has been on the road with us, he's been able to travel, but Kevan not so much.",TOREY KRUG,Team,5,183,text chain different thing like obviously see when home chris wagner road able travel kevan much,"['text', 'chain', 'different', 'thing', 'like', 'obviously', 'see', 'when', 'home', 'chris', 'wagner', 'road', 'able', 'travel', 'kevan', 'much']"
361,Hockey,"Yeah, I think especially early on, being in their building, it's something that we can certainly do.  It's going to be effective.  It worked for us here in the series.  I expect a more physical game from both sides.",ALEX PIETRANGELO,Team,1,215,yeah think especially early building something certainly going effective worked series expect physical game side,"['yeah', 'think', 'especially', 'early', 'building', 'something', 'certainly', 'going', 'effective', 'worked', 'series', 'expect', 'physical', 'game', 'side']"
362,Basketball,"  We approach every game with that mindset.  We want to be the Team that gets the first loose ball, makes the first physicality play, makes the first hustle play, all those types of things.",FRANK VOGEL,Team,4,189,approach every game mindset want team get first loose ball make first physicality play make first hustle play type thing,"['approach', 'every', 'game', 'mindset', 'want', 'team', 'get', 'first', 'loose', 'ball', 'make', 'first', 'physicality', 'play', 'make', 'first', 'hustle', 'play', 'type', 'thing']"
363,Baseball,"  We have Batista listed on the bullpen card today, but it is strictly in an emergency situation that he would be used out there.",BOB BRENLY,Team,1,129,batista listed bullpen card today strictly emergency situation would used,"['batista', 'listed', 'bullpen', 'card', 'today', 'strictly', 'emergency', 'situation', 'would', 'used']"
364,Tennis,  After I came into the room and I saw today I didn't know if it was me seeing him or him lying down on that bench there.,HELENA SUKOVA,Individual,7,121,came room saw today know seeing lying bench,"['came', 'room', 'saw', 'today', 'know', 'seeing', 'lying', 'bench']"
365,Baseball,"I found out from Alex Bregman, by the way, which is part of the story. I forget to answer the first part of your question. Go ahead.",AJ HINCH,Team,7,132,found alex bregman way part story forget answer first part question ahead,"['found', 'alex', 'bregman', 'way', 'part', 'story', 'forget', 'answer', 'first', 'part', 'question', 'ahead']"
366,Lacrosse,I'm not too sure what really happened.  It just happened so fast.  But the officials did a tremendous job in our game.  So I trust the decision made by the officials.,COLIN HEACOCK,Team,4,166,sure what really happened happened fast official tremendous job game trust decision made official,"['sure', 'what', 'really', 'happened', 'happened', 'fast', 'official', 'tremendous', 'job', 'game', 'trust', 'decision', 'made', 'official']"
367,Golf, It broke left to right and at the end it came back and it was coming back right to left at the end and it ended up going in right in the middle.,SHERRI STEINHAUER,Individual,4,145,broke left right end came back coming back right left end ended going right middle,"['broke', 'left', 'right', 'end', 'came', 'back', 'coming', 'back', 'right', 'left', 'end', 'ended', 'going', 'right', 'middle']"
368,Volleyball,"At what point does she stop becoming the transfer from Michigan? That was three years ago. She's Tiffany Clark, Wisconsin Badger.",KELLY SHEFFIELD,Team,7,129,what point stop becoming transfer michigan three year ago tiffany clark wisconsin badger,"['what', 'point', 'stop', 'becoming', 'transfer', 'michigan', 'three', 'year', 'ago', 'tiffany', 'clark', 'wisconsin', 'badger']"
369,Tennis, It is the same.  It is fast.  Just fast.  You can't say it is two miles slower or something.  It is just fast.,ANDREI MEDVEDEV,Individual,4,111,fast fast say two mile slower something fast,"['fast', 'fast', 'say', 'two', 'mile', 'slower', 'something', 'fast']"
370,Golf,"On the 10th tee I put it in the rough but made a bogey there, but on the next hole I made a birdie, and I think that was the key hole maybe.",HIDEMICHI TANAKA,Individual,4,140,tee put rough made bogey next hole made birdie think key hole maybe,"['tee', 'put', 'rough', 'made', 'bogey', 'next', 'hole', 'made', 'birdie', 'think', 'key', 'hole', 'maybe']"
371,Volleyball,"I thought I did fine. I don't know, I'm just playing to win. I guess that's the key to my performance.",ADANNA ROLLINS,Team,2,102,thought fine know playing win guess key performance,"['thought', 'fine', 'know', 'playing', 'win', 'guess', 'key', 'performance']"
372,Golf,"""Don't you think you had a moral obligation to the British fans to let them see the greatest player in the world?""  No, this is not an exhibition.  This guy came on and on and on.",CURTIS STRANGE,Individual,8,179,think moral obligation british fan let see greatest player world exhibition guy came,"['think', 'moral', 'obligation', 'british', 'fan', 'let', 'see', 'greatest', 'player', 'world', 'exhibition', 'guy', 'came']"
373,Hockey,"Yeah, I don't know if they're really slowing him down.  I think he's getting looks.  He's just not scoring.  Rask is playing well, that's for sure, making the saves.",CRAIG BERUBE,Team,2,165,yeah know really slowing think getting look scoring rask playing well sure making save,"['yeah', 'know', 'really', 'slowing', 'think', 'getting', 'look', 'scoring', 'rask', 'playing', 'well', 'sure', 'making', 'save']"
